#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
3122,06/21/2023 04:54:22,26.35,64.819,19.22,,
3123,06/21/2023 05:04:22,26.35,64.697,19.19,,
3124,06/21/2023 05:14:22,26.35,64.600,19.17,,
3125,06/21/2023 05:24:22,26.35,64.478,19.14,,
3126,06/21/2023 05:34:22,26.35,64.331,19.10,,
3127,06/21/2023 05:44:22,26.35,64.209,19.07,,
3128,06/21/2023 05:54:22,26.35,64.063,19.03,,
3129,06/21/2023 06:04:22,26.35,60.474,18.11,,
3130,06/21/2023 06:14:22,26.40,55.811,16.88,,
3131,06/21/2023 06:24:22,26.45,52.393,15.94,,
3132,06/21/2023 06:34:22,26.48,53.662,16.34,,
3133,06/21/2023 06:44:22,26.50,55.347,16.84,,
3134,06/21/2023 06:54:22,26.55,58.691,17.82,,
3135,06/21/2023 07:04:22,26.60,61.646,18.65,,
3136,06/21/2023 07:14:22,26.60,61.255,18.55,,
3137,06/21/2023 07:24:22,26.65,63.892,19.27,,
3138,06/21/2023 07:34:22,26.72,65.918,19.84,,
3139,06/21/2023 07:44:22,26.77,67.383,20.25,,
3140,06/21/2023 07:54:22,26.79,70.361,20.97,,
3141,06/21/2023 08:04:22,26.87,71.387,21.28,,
3142,06/21/2023 08:14:22,26.94,71.606,21.40,,
3143,06/21/2023 08:24:22,27.04,71.802,21.54,,
3144,06/21/2023 08:34:22,27.11,71.973,21.65,,
3145,06/21/2023 08:44:22,27.19,72.168,21.77,,
3146,06/21/2023 08:54:22,27.26,72.412,21.89,,
3147,06/21/2023 09:04:22,27.33,72.632,22.01,,
3148,06/21/2023 09:14:22,25.33,68.311,19.09,,
3149,06/21/2023 09:24:22,25.82,80.103,22.15,,
3150,06/21/2023 09:34:22,26.30,79.321,22.46,,
3151,06/21/2023 09:44:22,26.52,78.198,22.44,,
3152,06/21/2023 09:54:22,26.67,77.612,22.46,,
3153,06/21/2023 10:04:22,26.79,77.295,22.51,,
3154,06/21/2023 10:14:22,26.89,77.124,22.57,,
3155,06/21/2023 10:24:22,26.99,77.124,22.67,,
3156,06/21/2023 10:34:22,27.06,77.124,22.73,,
3157,06/21/2023 10:44:22,27.14,77.148,22.82,,
3158,06/21/2023 10:54:22,27.23,77.295,22.94,,
3159,06/21/2023 11:04:22,27.31,77.344,23.02,,
3160,06/21/2023 11:14:22,25.74,71.655,20.26,,
3161,06/21/2023 11:24:22,25.99,83.496,23.01,,
3162,06/21/2023 11:34:22,26.18,83.008,23.09,,
3163,06/21/2023 11:44:22,26.35,82.153,23.09,,
3164,06/21/2023 11:54:22,26.50,81.396,23.08,,
3165,06/21/2023 12:04:22,26.65,80.884,23.12,,
3166,06/21/2023 12:14:22,26.77,80.518,23.17,,
3167,06/21/2023 12:24:22,26.87,80.200,23.20,,
3168,06/21/2023 12:34:22,26.96,79.956,23.23,,
3169,06/21/2023 12:44:22,27.06,79.761,23.29,,
3170,06/21/2023 12:54:22,27.14,79.565,23.33,,
3171,06/21/2023 13:04:22,27.23,79.419,23.39,,
3172,06/21/2023 13:14:22,27.14,70.776,21.40,,
3173,06/21/2023 13:24:22,25.60,79.077,21.73,,
3174,06/21/2023 13:34:22,26.04,84.937,23.34,,
3175,06/21/2023 13:44:22,26.21,84.058,23.33,,
3176,06/21/2023 13:54:22,26.38,82.983,23.29,,
3177,06/21/2023 14:04:22,26.55,82.056,23.26,,
3178,06/21/2023 14:14:22,26.67,81.226,23.21,,
3179,06/21/2023 14:24:22,26.79,80.566,23.19,,
3180,06/21/2023 14:34:22,26.92,80.005,23.21,,
3181,06/21/2023 14:44:22,27.01,79.541,23.20,,
3182,06/21/2023 14:54:22,27.11,79.077,23.20,,
3183,06/21/2023 15:04:22,27.21,78.540,23.18,,
3184,06/21/2023 15:14:22,27.01,67.334,20.46,,
3185,06/21/2023 15:24:22,25.67,79.736,21.93,,
3186,06/21/2023 15:34:22,26.06,82.495,22.87,,
3187,06/21/2023 15:44:22,26.23,81.201,22.78,,
3188,06/21/2023 15:54:22,26.43,79.907,22.71,,
3189,06/21/2023 16:04:22,26.57,78.784,22.61,,
3190,06/21/2023 16:14:22,26.72,77.881,22.57,,
3191,06/21/2023 16:24:22,26.84,77.100,22.52,,
3192,06/21/2023 16:34:22,26.96,76.367,22.47,,
3193,06/21/2023 16:44:22,27.09,75.732,22.46,,
3194,06/21/2023 16:54:22,27.19,75.098,22.42,,
3195,06/21/2023 17:04:22,26.96,64.478,19.71,,
3196,06/21/2023 17:14:22,25.60,77.612,21.42,,
3197,06/21/2023 17:24:22,26.06,78.491,22.05,,
3198,06/21/2023 17:34:22,26.26,77.148,21.96,,
3199,06/21/2023 17:44:22,26.45,75.952,21.89,,
3200,06/21/2023 17:54:22,26.60,74.927,21.81,,
3201,06/21/2023 18:04:22,26.74,74.097,21.77,,
3202,06/21/2023 18:14:22,26.89,73.389,21.75,,
3203,06/21/2023 18:24:22,26.99,72.705,21.70,,
3204,06/21/2023 18:34:22,27.11,72.119,21.68,,
3205,06/21/2023 18:44:22,27.21,71.606,21.66,,
3206,06/21/2023 18:54:22,26.16,53.711,16.06,,
3207,06/21/2023 19:04:22,25.79,76.245,21.32,,
3208,06/21/2023 19:14:22,26.13,74.609,21.29,,
3209,06/21/2023 19:24:22,26.33,73.413,21.22,,
3210,06/21/2023 19:34:22,26.50,72.388,21.15,,
3211,06/21/2023 19:44:22,26.67,71.582,21.13,,
3212,06/21/2023 19:54:22,26.79,70.825,21.08,,
3213,06/21/2023 20:04:22,26.87,70.288,21.03,,
3214,06/21/2023 20:14:22,26.87,70.117,20.99,,
3215,06/21/2023 20:24:22,26.82,69.995,20.91,,
3216,06/21/2023 20:34:22,26.79,69.897,20.86,,
3217,06/21/2023 20:44:22,26.74,69.751,20.78,,
3218,06/21/2023 20:54:22,26.72,69.580,20.72,,
3219,06/21/2023 21:04:22,26.70,69.458,20.67,,
3220,06/21/2023 21:14:22,26.70,69.287,20.63,,
3221,06/21/2023 21:24:22,26.67,69.141,20.57,,
3222,06/21/2023 21:34:22,26.65,69.019,20.52,,
3223,06/21/2023 21:44:22,26.65,68.872,20.49,,
3224,06/21/2023 21:54:22,26.62,68.726,20.42,,
3225,06/21/2023 22:04:22,26.62,68.555,20.38,,
3226,06/21/2023 22:14:22,26.62,68.433,20.35,,
3227,06/21/2023 22:24:22,26.60,68.262,20.29,,
3228,06/21/2023 22:34:22,26.60,68.115,20.26,,
3229,06/21/2023 22:44:22,26.57,67.944,20.19,,
3230,06/21/2023 22:54:22,26.57,67.847,20.17,,
3231,06/21/2023 23:04:22,26.57,67.676,20.13,,
3232,06/21/2023 23:14:22,26.57,67.554,20.10,,
3233,06/21/2023 23:24:22,26.55,67.432,20.05,,
3234,06/21/2023 23:34:22,26.55,67.285,20.01,,
3235,06/21/2023 23:44:22,26.55,67.188,19.99,,
3236,06/21/2023 23:54:22,26.52,67.065,19.93,,
3237,06/22/2023 00:04:22,26.52,66.943,19.90,,
3238,06/22/2023 00:14:22,26.50,66.846,19.86,,
3239,06/22/2023 00:24:22,26.50,66.724,19.83,,
3240,06/22/2023 00:34:22,26.50,66.577,19.79,,
3241,06/22/2023 00:44:22,26.50,66.479,19.77,,
3242,06/22/2023 00:54:22,26.48,66.357,19.72,,
3243,06/22/2023 01:04:22,26.48,66.260,19.70,,
3244,06/22/2023 01:14:22,26.48,66.138,19.67,,
3245,06/22/2023 01:24:22,26.45,65.991,19.60,,
3246,06/22/2023 01:34:22,26.45,65.894,19.58,,
3247,06/22/2023 01:44:22,26.45,65.796,19.56,,
3248,06/22/2023 01:54:22,26.45,65.649,19.52,,
3249,06/22/2023 02:04:22,26.43,65.552,19.48,,
3250,06/22/2023 02:14:22,26.43,65.454,19.45,,
3251,06/22/2023 02:24:22,26.43,65.356,19.43,,
3252,06/22/2023 02:34:22,26.43,65.259,19.41,,
3253,06/22/2023 02:44:22,26.40,65.088,19.33,,
3254,06/22/2023 02:54:22,26.40,65.039,19.32,,
3255,06/22/2023 03:04:22,26.40,64.893,19.29,,
3256,06/22/2023 03:14:22,26.40,64.795,19.26,,
3257,06/22/2023 03:24:22,26.40,64.697,19.24,,
3258,06/22/2023 03:34:22,26.38,64.624,19.20,,
3259,06/22/2023 03:44:22,26.38,64.551,19.18,,
3260,06/22/2023 03:54:22,26.38,64.429,19.15,,
3261,06/22/2023 04:04:22,26.38,64.355,19.13,,
3262,06/22/2023 04:14:22,26.35,64.282,19.09,,
3263,06/22/2023 04:24:22,26.35,64.185,19.06,,
3264,06/22/2023 04:34:22,26.35,64.087,19.04,,
3265,06/22/2023 04:44:22,26.33,63.965,18.99,,
3266,06/22/2023 04:54:22,26.33,63.892,18.97,,
3267,06/22/2023 05:04:22,26.33,63.843,18.96,,
3268,06/22/2023 05:14:22,26.33,63.721,18.93,,
3269,06/22/2023 05:24:22,26.33,63.672,18.92,,
3270,06/22/2023 05:34:22,26.33,63.550,18.88,,
3271,06/22/2023 05:44:22,26.33,63.452,18.86,,
3272,06/22/2023 05:54:22,26.33,63.403,18.85,,
3273,06/22/2023 06:04:22,26.35,63.257,18.83,,
3274,06/22/2023 06:14:22,26.45,58.862,17.77,,
3275,06/22/2023 06:24:22,26.52,57.056,17.34,,
3276,06/22/2023 06:34:22,26.52,54.321,16.57,,
3277,06/22/2023 06:44:22,26.52,55.688,16.96,,
3278,06/22/2023 06:54:22,26.50,53.003,16.16,,
3279,06/22/2023 07:04:22,26.50,57.422,17.43,,
3280,06/22/2023 07:14:22,26.52,59.570,18.03,,
3281,06/22/2023 07:24:22,26.52,60.449,18.26,,
3282,06/22/2023 07:34:22,26.57,63.672,19.14,,
3283,06/22/2023 07:44:22,26.62,66.138,19.80,,
3284,06/22/2023 07:54:22,26.70,67.822,20.29,,
3285,06/22/2023 08:04:22,26.79,68.311,20.49,,
3286,06/22/2023 08:14:22,26.92,68.530,20.66,,
3287,06/22/2023 08:24:22,26.99,68.750,20.78,,
3288,06/22/2023 08:34:22,27.09,69.019,20.94,,
3289,06/22/2023 08:44:22,27.16,69.312,21.08,,
3290,06/22/2023 08:54:22,27.23,69.580,21.21,,
3291,06/22/2023 09:04:22,27.31,69.897,21.36,,
3292,06/22/2023 09:14:22,25.67,55.225,16.04,,
3293,06/22/2023 09:24:22,25.62,77.222,21.36,,
3294,06/22/2023 09:34:22,26.11,76.660,21.72,,
3295,06/22/2023 09:44:22,26.50,75.244,21.79,,
3296,06/22/2023 09:54:22,26.67,74.658,21.82,,
3297,06/22/2023 10:04:22,26.79,74.390,21.88,,
3298,06/22/2023 10:14:22,26.89,74.194,21.93,,
3299,06/22/2023 10:24:22,26.99,74.072,22.00,,
3300,06/22/2023 10:34:22,27.09,73.999,22.08,,
3301,06/22/2023 10:44:22,27.16,73.950,22.14,,
3302,06/22/2023 10:54:22,27.26,73.853,22.21,,
3303,06/22/2023 11:04:22,26.77,59.985,18.38,,
3304,06/22/2023 11:14:22,25.21,76.318,20.77,,
3305,06/22/2023 11:24:22,25.79,79.834,22.07,,
3306,06/22/2023 11:34:22,26.33,77.759,22.16,,
3307,06/22/2023 11:44:22,26.52,76.416,22.06,,
3308,06/22/2023 11:54:22,26.67,75.391,21.98,,
3309,06/22/2023 12:04:22,26.82,74.585,21.95,,
3310,06/22/2023 12:14:22,26.89,70.679,21.14,,
3311,06/22/2023 12:24:22,26.99,70.581,21.21,,
3312,06/22/2023 12:34:22,27.09,70.386,21.26,,
3313,06/22/2023 12:44:22,27.21,70.166,21.33,,
3314,06/22/2023 12:54:22,27.14,64.380,19.86,,
3315,06/22/2023 13:04:22,25.57,73.193,20.44,,
3316,06/22/2023 13:14:22,26.11,73.877,21.11,,
3317,06/22/2023 13:24:22,26.30,72.729,21.04,,
3318,06/22/2023 13:34:22,26.48,71.802,21.00,,
3319,06/22/2023 13:44:22,26.65,70.996,20.98,,
3320,06/22/2023 13:54:22,26.77,70.337,20.94,,
3321,06/22/2023 14:04:22,26.89,69.800,20.93,,
3322,06/22/2023 14:14:22,27.01,69.263,20.92,,
3323,06/22/2023 14:24:22,27.14,68.848,20.95,,
3324,06/22/2023 14:34:22,27.21,68.433,20.92,,
3325,06/22/2023 14:44:22,25.82,58.374,17.05,,
3326,06/22/2023 14:54:22,25.94,72.925,20.74,,
3327,06/22/2023 15:04:22,26.21,71.338,20.64,,
3328,06/22/2023 15:14:22,26.40,70.337,20.59,,
3329,06/22/2023 15:24:22,26.57,69.531,20.56,,
3330,06/22/2023 15:34:22,26.72,68.823,20.54,,
3331,06/22/2023 15:44:22,26.84,68.237,20.52,,
3332,06/22/2023 15:54:22,26.96,67.725,20.51,,
3333,06/22/2023 16:04:22,27.09,67.285,20.53,,
3334,06/22/2023 16:14:22,27.19,66.870,20.52,,
3335,06/22/2023 16:24:22,27.23,64.063,19.87,,
3336,06/22/2023 16:34:22,25.50,70.117,19.68,,
3337,06/22/2023 16:44:22,26.11,69.995,20.23,,
3338,06/22/2023 16:54:22,26.30,68.921,20.16,,
3339,06/22/2023 17:04:22,26.50,68.066,20.15,,
3340,06/22/2023 17:14:22,26.65,67.334,20.12,,
3341,06/22/2023 17:24:22,26.79,66.821,20.13,,
3342,06/22/2023 17:34:22,26.92,66.309,20.13,,
3343,06/22/2023 17:44:22,27.04,65.845,20.13,,
3344,06/22/2023 17:54:22,27.14,65.454,20.13,,
3345,06/22/2023 18:04:22,27.26,65.088,20.15,,
3346,06/22/2023 18:14:22,25.60,61.963,17.79,,
3347,06/22/2023 18:24:22,26.01,69.043,19.92,,
3348,06/22/2023 18:34:22,26.26,67.773,19.85,,
3349,06/22/2023 18:44:22,26.45,66.870,19.82,,
3350,06/22/2023 18:54:22,26.60,66.162,19.79,,
3351,06/22/2023 19:04:22,26.74,65.552,19.77,,
3352,06/22/2023 19:14:22,26.89,65.088,19.80,,
3353,06/22/2023 19:24:22,27.01,64.673,19.81,,
3354,06/22/2023 19:34:22,27.11,64.258,19.80,,
3355,06/22/2023 19:44:22,27.23,63.916,19.83,,
3356,06/22/2023 19:54:22,25.74,55.566,16.20,,
3357,06/22/2023 20:04:22,25.89,68.213,19.61,,
3358,06/22/2023 20:14:22,26.06,66.968,19.47,,
3359,06/22/2023 20:24:22,26.11,66.479,19.40,,
3360,06/22/2023 20:34:22,26.13,66.138,19.34,,
3361,06/22/2023 20:44:22,26.18,65.796,19.30,,
3362,06/22/2023 20:54:22,26.21,65.552,19.27,,
3363,06/22/2023 21:04:22,26.21,65.332,19.21,,
3364,06/22/2023 21:14:22,26.23,65.210,19.20,,
3365,06/22/2023 21:24:22,26.23,64.990,19.15,,
3366,06/22/2023 21:34:22,26.23,64.868,19.12,,
3367,06/22/2023 21:44:22,26.26,64.697,19.11,,
3368,06/22/2023 21:54:22,26.26,64.551,19.07,,
3369,06/22/2023 22:04:22,26.26,64.429,19.04,,
3370,06/22/2023 22:14:22,26.26,64.282,19.00,,
3371,06/22/2023 22:24:22,26.26,64.185,18.98,,
3372,06/22/2023 22:34:22,26.26,64.014,18.93,,
3373,06/22/2023 22:44:22,26.26,63.916,18.91,,
3374,06/22/2023 22:54:22,26.26,63.770,18.87,,
3375,06/22/2023 23:04:22,26.26,63.647,18.84,,
3376,06/22/2023 23:14:22,26.26,63.501,18.81,,
3377,06/22/2023 23:24:22,26.26,63.403,18.78,,
3378,06/22/2023 23:34:22,26.26,63.330,18.76,,
3379,06/22/2023 23:44:22,26.28,63.184,18.74,,
3380,06/22/2023 23:54:22,26.26,63.062,18.69,,
3381,06/23/2023 00:04:22,26.26,62.964,18.67,,
3382,06/23/2023 00:14:22,26.28,62.866,18.66,,
3383,06/23/2023 00:24:22,26.26,62.769,18.62,,
3384,06/23/2023 00:34:22,26.28,62.671,18.61,,
3385,06/23/2023 00:44:22,26.28,62.573,18.59,,
3386,06/23/2023 00:54:22,26.28,62.451,18.56,,
3387,06/23/2023 01:04:22,26.28,62.402,18.55,,
3388,06/23/2023 01:14:22,26.26,62.305,18.50,,
3389,06/23/2023 01:24:22,26.26,62.256,18.49,,
3390,06/23/2023 01:34:22,26.28,62.231,18.50,,
3391,06/23/2023 01:44:22,26.26,62.183,18.47,,
3392,06/23/2023 01:54:22,26.26,62.183,18.47,,
3393,06/23/2023 02:04:22,26.26,62.085,18.45,,
3394,06/23/2023 02:14:22,26.26,62.061,18.44,,
3395,06/23/2023 02:24:22,26.26,62.036,18.43,,
3396,06/23/2023 02:34:22,26.26,61.987,18.42,,
3397,06/23/2023 02:44:22,26.26,61.914,18.40,,
3398,06/23/2023 02:54:22,26.26,61.914,18.40,,
3399,06/23/2023 03:04:22,26.26,61.865,18.39,,
3400,06/23/2023 03:14:22,26.26,61.792,18.37,,
3401,06/23/2023 03:24:22,26.26,61.792,18.37,,
3402,06/23/2023 03:34:22,26.26,61.719,18.35,,
3403,06/23/2023 03:44:22,26.26,61.694,18.34,,
3404,06/23/2023 03:54:22,26.26,61.646,18.33,,
3405,06/23/2023 04:04:22,26.26,61.621,18.33,,
3406,06/23/2023 04:14:22,26.26,61.597,18.32,,
3407,06/23/2023 04:24:22,26.26,61.548,18.31,,
3408,06/23/2023 04:34:22,26.26,61.475,18.29,,
3409,06/23/2023 04:44:22,26.26,61.450,18.28,,
3410,06/23/2023 04:54:22,26.26,61.426,18.27,,
3411,06/23/2023 05:04:22,26.26,61.377,18.26,,
3412,06/23/2023 05:14:22,26.28,61.304,18.26,,
3413,06/23/2023 05:24:22,26.28,61.304,18.26,,
3414,06/23/2023 05:34:22,26.28,61.230,18.24,,
3415,06/23/2023 05:44:22,26.28,61.157,18.22,,
3416,06/23/2023 05:54:22,26.28,61.157,18.22,,
3417,06/23/2023 06:04:22,26.33,61.035,18.24,,
3418,06/23/2023 06:14:22,26.45,58.911,17.79,,
3419,06/23/2023 06:24:22,26.52,56.006,17.05,,
3420,06/23/2023 06:34:22,26.57,55.762,17.03,,
3421,06/23/2023 06:44:22,26.55,54.712,16.71,,
3422,06/23/2023 06:54:22,26.55,55.933,17.06,,
3423,06/23/2023 07:04:22,26.55,57.202,17.41,,
3424,06/23/2023 07:14:22,26.60,60.449,18.34,,
3425,06/23/2023 07:24:22,26.62,60.229,18.30,,
3426,06/23/2023 07:34:22,26.67,62.964,19.06,,
3427,06/23/2023 07:44:22,26.72,65.625,19.77,,
3428,06/23/2023 07:54:22,26.79,67.212,20.22,,
3429,06/23/2023 08:04:22,26.89,67.871,20.48,,
3430,06/23/2023 08:14:22,26.99,68.164,20.64,,
3431,06/23/2023 08:24:22,27.06,68.481,20.79,,
3432,06/23/2023 08:34:22,27.16,68.799,20.96,,
3433,06/23/2023 08:44:22,27.23,69.116,21.10,,
3434,06/23/2023 08:54:22,27.31,69.434,21.25,,
3435,06/23/2023 09:04:22,25.72,66.431,19.02,,
3436,06/23/2023 09:14:22,26.06,75.439,21.40,,
3437,06/23/2023 09:24:22,26.26,74.829,21.46,,
3438,06/23/2023 09:34:22,26.40,74.341,21.49,,
3439,06/23/2023 09:44:22,26.55,74.072,21.58,,
3440,06/23/2023 09:54:22,26.67,73.975,21.67,,
3441,06/23/2023 10:04:22,26.79,73.950,21.78,,
3442,06/23/2023 10:14:22,26.89,73.926,21.87,,
3443,06/23/2023 10:24:22,26.99,74.023,21.99,,
3444,06/23/2023 10:34:22,27.09,74.072,22.10,,
3445,06/23/2023 10:44:22,27.19,74.097,22.20,,
3446,06/23/2023 10:54:22,27.26,74.219,22.29,,
3447,06/23/2023 11:04:22,27.16,59.424,18.59,,
3448,06/23/2023 11:14:22,27.04,62.622,19.32,,
3449,06/23/2023 11:24:22,27.06,64.600,19.84,,
3450,06/23/2023 11:34:22,27.11,65.967,20.23,,
3451,06/23/2023 11:44:22,27.16,66.968,20.52,,
3452,06/23/2023 11:54:22,27.23,67.603,20.74,,
3453,06/23/2023 12:04:22,26.16,53.149,15.89,,
3454,06/23/2023 12:14:22,25.89,73.682,20.86,,
3455,06/23/2023 12:24:22,26.18,72.681,20.91,,
3456,06/23/2023 12:34:22,26.35,71.924,20.90,,
3457,06/23/2023 12:44:22,26.52,71.216,20.91,,
3458,06/23/2023 12:54:22,26.67,70.557,20.90,,
3459,06/23/2023 13:04:22,26.79,70.068,20.90,,
3460,06/23/2023 13:14:22,26.92,69.629,20.92,,
3461,06/23/2023 13:24:22,27.01,69.263,20.92,,
3462,06/23/2023 13:34:22,27.14,68.921,20.97,,
3463,06/23/2023 13:44:22,27.23,68.604,20.98,,
3464,06/23/2023 13:54:22,26.23,53.320,16.01,,
3465,06/23/2023 14:04:22,25.94,73.022,20.76,,
3466,06/23/2023 14:14:22,26.18,71.802,20.71,,
3467,06/23/2023 14:24:22,26.38,70.801,20.68,,
3468,06/23/2023 14:34:22,26.55,69.971,20.65,,
3469,06/23/2023 14:44:22,26.70,69.214,20.61,,
3470,06/23/2023 14:54:22,26.84,68.677,20.62,,
3471,06/23/2023 15:04:22,26.96,68.140,20.61,,
3472,06/23/2023 15:14:22,27.06,67.725,20.60,,
3473,06/23/2023 15:24:22,27.16,67.285,20.59,,
3474,06/23/2023 15:34:22,27.23,65.161,20.14,,
3475,06/23/2023 15:44:22,25.60,70.386,19.83,,
3476,06/23/2023 15:54:22,26.11,71.558,20.59,,
3477,06/23/2023 16:04:22,26.30,70.605,20.56,,
3478,06/23/2023 16:14:22,26.48,69.849,20.55,,
3479,06/23/2023 16:24:22,26.65,69.189,20.56,,
3480,06/23/2023 16:34:22,26.77,68.677,20.55,,
3481,06/23/2023 16:44:22,26.92,68.091,20.56,,
3482,06/23/2023 16:54:22,27.01,67.603,20.53,,
3483,06/23/2023 17:04:22,27.14,67.163,20.55,,
3484,06/23/2023 17:14:22,27.23,66.748,20.53,,
3485,06/23/2023 17:24:22,25.72,63.574,18.31,,
3486,06/23/2023 17:34:22,26.01,70.728,20.31,,
3487,06/23/2023 17:44:22,26.23,69.458,20.22,,
3488,06/23/2023 17:54:22,26.43,68.579,20.21,,
3489,06/23/2023 18:04:22,26.60,67.847,20.20,,
3490,06/23/2023 18:14:22,26.74,67.236,20.18,,
3491,06/23/2023 18:24:22,26.87,66.699,20.18,,
3492,06/23/2023 18:34:22,26.99,66.235,20.18,,
3493,06/23/2023 18:44:22,27.11,65.796,20.18,,
3494,06/23/2023 18:54:22,27.21,65.405,20.18,,
3495,06/23/2023 19:04:22,26.06,53.247,15.83,,
3496,06/23/2023 19:14:22,25.94,69.629,19.98,,
3497,06/23/2023 19:24:22,26.23,68.213,19.93,,
3498,06/23/2023 19:34:22,26.40,67.285,19.87,,
3499,06/23/2023 19:44:22,26.57,66.602,19.87,,
3500,06/23/2023 19:54:22,26.74,65.991,19.88,,
3501,06/23/2023 20:04:22,26.82,65.503,19.84,,
3502,06/23/2023 20:14:22,26.82,65.405,19.81,,
3503,06/23/2023 20:24:22,26.79,65.356,19.77,,
3504,06/23/2023 20:34:22,26.77,65.332,19.75,,
3505,06/23/2023 20:44:22,26.74,65.259,19.70,,
3506,06/23/2023 20:54:22,26.72,65.210,19.67,,
3507,06/23/2023 21:04:22,26.70,65.137,19.63,,
3508,06/23/2023 21:14:22,26.70,65.039,19.61,,
3509,06/23/2023 21:24:22,26.70,64.966,19.59,,
3510,06/23/2023 21:34:22,26.67,64.917,19.55,,
3511,06/23/2023 21:44:22,26.67,64.868,19.54,,
3512,06/23/2023 21:54:22,26.67,64.795,19.52,,
3513,06/23/2023 22:04:22,26.67,64.697,19.49,,
3514,06/23/2023 22:14:22,26.67,64.648,19.48,,
3515,06/23/2023 22:24:22,26.65,64.551,19.44,,
3516,06/23/2023 22:34:22,26.65,64.478,19.42,,
3517,06/23/2023 22:44:22,26.65,64.429,19.41,,
3518,06/23/2023 22:54:22,26.65,64.355,19.39,,
3519,06/23/2023 23:04:22,26.65,64.282,19.37,,
3520,06/23/2023 23:14:22,26.62,64.258,19.34,,
3521,06/23/2023 23:24:22,26.62,64.160,19.31,,
3522,06/23/2023 23:34:22,26.62,64.063,19.29,,
3523,06/23/2023 23:44:22,26.62,63.989,19.27,,
3524,06/23/2023 23:54:22,26.62,63.940,19.26,,
3525,06/24/2023 00:04:22,26.62,63.867,19.24,,
3526,06/24/2023 00:14:22,26.60,63.794,19.20,,
3527,06/24/2023 00:24:22,26.60,63.721,19.18,,
3528,06/24/2023 00:34:22,26.60,63.696,19.18,,
3529,06/24/2023 00:44:22,26.60,63.623,19.16,,
3530,06/24/2023 00:54:22,26.60,63.550,19.14,,
3531,06/24/2023 01:04:22,26.60,63.501,19.13,,
3532,06/24/2023 01:14:22,26.57,63.428,19.08,,
3533,06/24/2023 01:24:22,26.57,63.403,19.07,,
3534,06/24/2023 01:34:22,26.57,63.330,19.06,,
3535,06/24/2023 01:44:22,26.57,63.257,19.04,,
3536,06/24/2023 01:54:22,26.57,63.184,19.02,,
3537,06/24/2023 02:04:22,26.55,63.110,18.98,,
3538,06/24/2023 02:14:22,26.55,63.037,18.96,,
3539,06/24/2023 02:24:22,26.55,63.013,18.96,,
3540,06/24/2023 02:34:22,26.52,62.939,18.91,,
3541,06/24/2023 02:44:22,26.52,62.891,18.90,,
3542,06/24/2023 02:54:22,26.52,62.842,18.88,,
3543,06/24/2023 03:04:22,26.52,62.793,18.87,,
3544,06/24/2023 03:14:22,26.50,62.744,18.84,,
3545,06/24/2023 03:24:22,26.50,62.695,18.83,,
3546,06/24/2023 03:34:22,26.50,62.622,18.81,,
3547,06/24/2023 03:44:22,26.48,62.598,18.78,,
3548,06/24/2023 03:54:22,26.48,62.573,18.78,,
3549,06/24/2023 04:04:22,26.48,62.500,18.76,,
3550,06/24/2023 04:14:22,26.48,62.451,18.75,,
3551,06/24/2023 04:24:22,26.48,62.378,18.73,,
3552,06/24/2023 04:34:22,26.48,62.354,18.72,,
3553,06/24/2023 04:44:22,26.45,62.280,18.67,,
3554,06/24/2023 04:54:22,26.45,62.256,18.67,,
3555,06/24/2023 05:04:22,26.45,62.207,18.66,,
3556,06/24/2023 05:14:22,26.43,62.134,18.62,,
3557,06/24/2023 05:24:22,26.43,62.109,18.61,,
3558,06/24/2023 05:34:22,26.43,62.109,18.61,,
3559,06/24/2023 05:44:22,26.43,62.036,18.59,,
3560,06/24/2023 05:54:22,26.43,62.012,18.59,,
3561,06/24/2023 06:04:22,26.45,61.914,18.58,,
3562,06/24/2023 06:14:22,26.60,61.523,18.62,,
3563,06/24/2023 06:24:22,26.72,61.206,18.65,,
3564,06/24/2023 06:34:22,26.84,60.840,18.67,,
3565,06/24/2023 06:44:22,26.96,60.571,18.71,,
3566,06/24/2023 06:54:22,27.06,60.303,18.73,,
3567,06/24/2023 07:04:22,27.16,60.083,18.77,,
3568,06/24/2023 07:14:22,27.26,59.863,18.80,,
3569,06/24/2023 07:24:22,25.50,62.622,17.87,,
3570,06/24/2023 07:34:22,26.01,65.430,19.05,,
3571,06/24/2023 07:44:22,26.23,64.648,19.06,,
3572,06/24/2023 07:54:22,26.40,64.111,19.09,,
3573,06/24/2023 08:04:22,26.55,63.647,19.12,,
3574,06/24/2023 08:14:22,26.70,63.232,19.15,,
3575,06/24/2023 08:24:22,26.82,62.866,19.17,,
3576,06/24/2023 08:34:22,26.92,62.500,19.17,,
3577,06/24/2023 08:44:22,27.04,62.134,19.19,,
3578,06/24/2023 08:54:22,27.14,61.865,19.22,,
3579,06/24/2023 09:04:22,27.23,61.597,19.23,,
3580,06/24/2023 09:14:22,25.94,53.223,15.71,,
3581,06/24/2023 09:24:22,25.94,63.867,18.60,,
3582,06/24/2023 09:34:22,26.21,62.817,18.59,,
3583,06/24/2023 09:44:22,26.38,62.256,18.60,,
3584,06/24/2023 09:54:22,26.55,61.743,18.63,,
3585,06/24/2023 10:04:22,26.70,61.353,18.67,,
