#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C)
1030,01/10/2024 12:04:53,26.23,47.681,14.27
1031,01/10/2024 12:14:53,26.35,47.900,14.45
1032,01/10/2024 12:24:53,26.45,47.729,14.48
1033,01/10/2024 12:34:53,26.60,47.485,14.54
1034,01/10/2024 12:44:53,26.77,47.266,14.62
1035,01/10/2024 12:54:53,26.89,47.046,14.66
1036,01/10/2024 13:04:53,27.01,46.875,14.71
1037,01/10/2024 13:14:53,27.14,46.704,14.78
1038,01/10/2024 13:24:53,27.23,46.533,14.80
1039,01/10/2024 13:34:53,27.33,46.460,14.87
1040,01/10/2024 13:44:53,27.46,46.387,14.96
1041,01/10/2024 13:54:53,27.53,46.240,14.98
1042,01/10/2024 14:04:53,26.23,48.218,14.44
1043,01/10/2024 14:14:53,26.30,48.853,14.71
1044,01/10/2024 14:24:53,26.40,48.706,14.75
1045,01/10/2024 14:34:53,26.55,48.389,14.79
1046,01/10/2024 14:44:53,26.70,48.120,14.84
1047,01/10/2024 14:54:53,26.84,47.852,14.88
1048,01/10/2024 15:04:53,26.96,47.607,14.91
1049,01/10/2024 15:14:53,27.09,47.437,14.97
1050,01/10/2024 15:24:53,27.21,47.266,15.03
1051,01/10/2024 15:34:53,27.31,47.095,15.06
1052,01/10/2024 15:44:53,27.41,46.973,15.11
1053,01/10/2024 15:54:53,27.51,46.851,15.16
1054,01/10/2024 16:04:53,26.62,39.941,11.91
1055,01/10/2024 16:14:53,26.26,49.585,14.90
1056,01/10/2024 16:24:53,26.70,48.779,15.05
1057,01/10/2024 16:34:53,26.87,48.364,15.07
1058,01/10/2024 16:44:53,27.01,48.047,15.10
1059,01/10/2024 16:54:53,27.14,47.778,15.13
1060,01/10/2024 17:04:53,27.26,47.583,15.17
1061,01/10/2024 17:14:53,27.38,47.437,15.24
1062,01/10/2024 17:24:53,27.48,47.290,15.28
1063,01/10/2024 17:34:53,27.36,43.579,13.90
1064,01/10/2024 17:44:53,26.18,49.829,14.90
1065,01/10/2024 17:54:53,26.28,49.878,15.01
1066,01/10/2024 18:04:53,26.43,49.683,15.09
1067,01/10/2024 18:14:53,26.57,49.341,15.11
1068,01/10/2024 18:24:53,26.72,48.999,15.14
1069,01/10/2024 18:34:53,26.84,48.755,15.17
1070,01/10/2024 18:44:53,26.99,48.486,15.22
1071,01/10/2024 18:54:53,27.11,48.315,15.28
1072,01/10/2024 19:04:53,27.16,48.169,15.27
1073,01/10/2024 19:14:53,27.16,48.267,15.31
1074,01/10/2024 19:24:53,27.11,48.389,15.30
1075,01/10/2024 19:34:53,27.09,48.511,15.32
1076,01/10/2024 19:44:53,27.06,48.608,15.32
1077,01/10/2024 19:54:53,27.04,48.682,15.33
1078,01/10/2024 20:04:53,27.01,48.804,15.34
1079,01/10/2024 20:14:53,27.01,48.853,15.36
1080,01/10/2024 20:24:53,27.01,48.901,15.37
1081,01/10/2024 20:34:53,26.99,48.975,15.38
1082,01/10/2024 20:44:53,26.99,49.023,15.39
1083,01/10/2024 20:54:53,26.99,49.097,15.42
1084,01/10/2024 21:04:53,26.99,49.146,15.43
1085,01/10/2024 21:14:53,26.99,49.194,15.45
1086,01/10/2024 21:24:53,26.96,49.194,15.42
1087,01/10/2024 21:34:53,26.96,49.268,15.44
1088,01/10/2024 21:44:53,26.96,49.341,15.47
1089,01/10/2024 21:54:53,26.96,49.390,15.48
1090,01/10/2024 22:04:53,26.96,49.414,15.49
1091,01/10/2024 22:14:53,26.94,49.463,15.49
1092,01/10/2024 22:24:53,26.94,49.512,15.50
1093,01/10/2024 22:34:53,26.94,49.561,15.52
1094,01/10/2024 22:44:53,26.94,49.585,15.53
1095,01/10/2024 22:54:53,26.94,49.658,15.55
1096,01/10/2024 23:04:53,26.94,49.683,15.56
1097,01/10/2024 23:14:53,26.94,49.731,15.57
1098,01/10/2024 23:24:53,26.94,49.805,15.59
1099,01/10/2024 23:34:53,26.94,49.829,15.60
1100,01/10/2024 23:44:53,26.94,49.854,15.61
1101,01/10/2024 23:54:53,26.94,49.927,15.63
1102,01/11/2024 00:04:53,26.92,49.927,15.61
1103,01/11/2024 00:14:53,26.92,49.951,15.62
1104,01/11/2024 00:24:53,26.92,50.000,15.64
1105,01/11/2024 00:34:53,26.92,50.049,15.65
1106,01/11/2024 00:44:53,26.92,50.049,15.65
1107,01/11/2024 00:54:53,26.92,50.073,15.66
1108,01/11/2024 01:04:53,26.92,50.146,15.68
1109,01/11/2024 01:14:53,26.92,50.146,15.68
1110,01/11/2024 01:24:53,26.92,50.171,15.69
1111,01/11/2024 01:34:53,26.92,50.195,15.70
1112,01/11/2024 01:44:53,26.92,50.244,15.71
1113,01/11/2024 01:54:53,26.92,50.244,15.71
1114,01/11/2024 02:04:53,26.92,50.269,15.72
1115,01/11/2024 02:14:53,26.92,50.269,15.72
1116,01/11/2024 02:24:53,26.92,50.317,15.74
1117,01/11/2024 02:34:53,26.89,50.269,15.69
1118,01/11/2024 02:44:53,26.89,50.317,15.71
1119,01/11/2024 02:54:53,26.89,50.342,15.72
1120,01/11/2024 03:04:53,26.89,50.342,15.72
1121,01/11/2024 03:14:53,26.89,50.342,15.72
1122,01/11/2024 03:24:53,26.89,50.342,15.72
1123,01/11/2024 03:34:53,26.89,50.342,15.72
1124,01/11/2024 03:44:53,26.89,50.342,15.72
1125,01/11/2024 03:54:53,26.89,50.342,15.72
1126,01/11/2024 04:04:53,26.89,50.342,15.72
1127,01/11/2024 04:14:53,26.89,50.317,15.71
1128,01/11/2024 04:24:53,26.89,50.317,15.71
1129,01/11/2024 04:34:53,26.89,50.269,15.69
1130,01/11/2024 04:44:53,26.89,50.269,15.69
1131,01/11/2024 04:54:53,26.89,50.269,15.69
1132,01/11/2024 05:04:53,26.92,50.195,15.70
1133,01/11/2024 05:14:53,27.06,50.000,15.77
1134,01/11/2024 05:24:53,27.19,49.683,15.79
1135,01/11/2024 05:34:53,27.31,49.414,15.81
1136,01/11/2024 05:44:53,27.43,49.170,15.84
1137,01/11/2024 05:54:53,27.53,48.633,15.76
1138,01/11/2024 06:04:53,26.74,50.171,15.53
1139,01/11/2024 06:14:53,26.77,50.366,15.61
1140,01/11/2024 06:24:53,26.87,50.195,15.65
1141,01/11/2024 06:34:53,26.99,49.951,15.69
1142,01/11/2024 06:44:53,27.11,49.634,15.70
1143,01/11/2024 06:54:53,27.23,49.365,15.72
1144,01/11/2024 07:04:53,27.33,49.121,15.74
1145,01/11/2024 07:14:53,27.46,48.853,15.77
1146,01/11/2024 07:24:53,27.31,43.726,13.91
1147,01/11/2024 07:34:53,26.77,49.951,15.48
1148,01/11/2024 07:44:53,26.82,50.024,15.55
1149,01/11/2024 07:54:53,26.92,49.854,15.59
1150,01/11/2024 08:04:53,27.04,49.536,15.60
1151,01/11/2024 08:14:53,27.16,49.268,15.63
1152,01/11/2024 08:24:53,27.28,49.023,15.66
1153,01/11/2024 08:34:53,27.38,48.804,15.68
1154,01/11/2024 08:44:53,27.51,48.535,15.71
1155,01/11/2024 08:54:53,26.87,49.243,15.35
1156,01/11/2024 09:04:53,26.82,49.780,15.48
1157,01/11/2024 09:14:53,26.89,49.683,15.51
1158,01/11/2024 09:24:53,27.01,49.414,15.54
1159,01/11/2024 09:34:53,27.14,49.146,15.57
1160,01/11/2024 09:44:53,27.26,48.853,15.59
1161,01/11/2024 09:54:53,27.38,48.608,15.62
1162,01/11/2024 10:04:53,27.51,48.413,15.67
1163,01/11/2024 10:14:53,26.38,47.119,14.22
1164,01/11/2024 10:24:53,26.40,50.806,15.41
1165,01/11/2024 10:34:53,26.67,50.049,15.42
1166,01/11/2024 10:44:53,26.87,49.683,15.49
1167,01/11/2024 10:54:53,27.01,49.292,15.50
1168,01/11/2024 11:04:53,27.14,48.999,15.52
1169,01/11/2024 11:14:53,27.26,48.730,15.55
1170,01/11/2024 11:24:53,27.38,48.511,15.59
1171,01/11/2024 11:34:53,27.48,48.315,15.61
1172,01/11/2024 11:44:53,26.55,42.236,12.69
1173,01/11/2024 11:54:53,26.23,50.781,15.25
1174,01/11/2024 12:04:53,26.33,50.684,15.31
1175,01/11/2024 12:14:53,26.48,50.342,15.34
1176,01/11/2024 12:24:53,26.65,50.000,15.39
1177,01/11/2024 12:34:53,26.79,49.634,15.40
1178,01/11/2024 12:44:53,26.94,49.316,15.44
1179,01/11/2024 12:54:53,27.06,49.023,15.46
1180,01/11/2024 13:04:53,27.19,48.779,15.50
1181,01/11/2024 13:14:53,27.31,48.560,15.54
1182,01/11/2024 13:24:53,27.41,48.389,15.57
1183,01/11/2024 13:34:53,27.51,48.169,15.59
1184,01/11/2024 13:44:53,26.30,49.146,14.80
1185,01/11/2024 13:54:53,26.33,50.684,15.31
1186,01/11/2024 14:04:53,26.43,50.464,15.33
1187,01/11/2024 14:14:53,26.60,50.122,15.38
1188,01/11/2024 14:24:53,26.74,49.780,15.40
1189,01/11/2024 14:34:53,26.89,49.414,15.43
1190,01/11/2024 14:44:53,27.04,49.146,15.48
1191,01/11/2024 14:54:53,27.16,48.853,15.49
1192,01/11/2024 15:04:53,27.28,48.633,15.53
1193,01/11/2024 15:14:53,27.41,48.438,15.59
1194,01/11/2024 15:24:53,27.51,48.242,15.62
1195,01/11/2024 15:34:53,26.26,49.731,14.95
1196,01/11/2024 15:44:53,26.30,50.708,15.29
1197,01/11/2024 15:54:53,26.43,50.488,15.34
1198,01/11/2024 16:04:53,26.57,50.122,15.35
1199,01/11/2024 16:14:53,26.74,49.780,15.40
1200,01/11/2024 16:24:53,26.89,49.414,15.43
1201,01/11/2024 16:34:53,27.04,49.097,15.46
1202,01/11/2024 16:44:53,27.16,48.828,15.49
1203,01/11/2024 16:54:53,27.28,48.633,15.53
1204,01/11/2024 17:04:53,27.41,48.389,15.57
1205,01/11/2024 17:14:53,27.51,48.218,15.61
1206,01/11/2024 17:24:53,26.26,48.926,14.69
1207,01/11/2024 17:34:53,26.23,50.757,15.24
1208,01/11/2024 17:44:53,26.35,50.537,15.28
1209,01/11/2024 17:54:53,26.50,50.195,15.31
1210,01/11/2024 18:04:53,26.67,49.829,15.35
1211,01/11/2024 18:14:53,26.82,49.463,15.38
1212,01/11/2024 18:24:53,26.96,49.146,15.40
1213,01/11/2024 18:34:53,27.11,48.901,15.46
1214,01/11/2024 18:44:53,27.23,48.633,15.49
1215,01/11/2024 18:54:53,27.36,48.438,15.54
1216,01/11/2024 19:04:53,27.41,48.291,15.54
1217,01/11/2024 19:14:53,27.38,48.315,15.52
1218,01/11/2024 19:24:53,27.36,48.486,15.56
1219,01/11/2024 19:34:53,27.33,48.535,15.55
1220,01/11/2024 19:44:53,27.31,48.633,15.56
1221,01/11/2024 19:54:53,27.28,48.706,15.56
1222,01/11/2024 20:04:53,27.26,48.755,15.55
1223,01/11/2024 20:14:53,27.26,48.804,15.57
1224,01/11/2024 20:24:53,27.26,48.828,15.58
1225,01/11/2024 20:34:53,27.26,48.828,15.58
1226,01/11/2024 20:44:53,27.23,48.853,15.56
1227,01/11/2024 20:54:53,27.23,48.853,15.56
1228,01/11/2024 21:04:53,27.23,48.853,15.56
1229,01/11/2024 21:14:53,27.23,48.853,15.56
1230,01/11/2024 21:24:53,27.23,48.853,15.56
1231,01/11/2024 21:34:53,27.23,48.853,15.56
1232,01/11/2024 21:44:53,27.23,48.853,15.56
1233,01/11/2024 21:54:53,27.23,48.853,15.56
1234,01/11/2024 22:04:53,25.96,50.952,15.05
1235,01/11/2024 22:14:53,25.82,51.636,15.13
1236,01/11/2024 22:24:53,25.82,51.660,15.13
1237,01/11/2024 22:34:53,25.87,51.465,15.12
1238,01/11/2024 22:44:53,25.91,51.245,15.09
1239,01/11/2024 22:54:53,25.99,51.025,15.10
1240,01/11/2024 23:04:53,26.04,50.854,15.09
1241,01/11/2024 23:14:53,26.08,50.708,15.08
1242,01/11/2024 23:24:53,26.11,50.586,15.07
1243,01/11/2024 23:34:53,26.13,50.464,15.06
1244,01/11/2024 23:44:53,26.16,50.391,15.06
1245,01/11/2024 23:54:53,26.18,50.342,15.06
1246,01/12/2024 00:04:53,26.21,50.244,15.06
1247,01/12/2024 00:14:53,26.21,50.171,15.04
1248,01/12/2024 00:24:53,26.23,50.146,15.05
1249,01/12/2024 00:34:53,26.23,50.073,15.03
1250,01/12/2024 00:44:53,26.26,50.000,15.03
1251,01/12/2024 00:54:53,26.26,49.976,15.02
1252,01/12/2024 01:04:53,26.28,49.951,15.03
1253,01/12/2024 01:14:53,26.28,49.902,15.02
1254,01/12/2024 01:24:53,26.30,49.902,15.04
1255,01/12/2024 01:34:53,26.30,49.854,15.02
1256,01/12/2024 01:44:53,26.33,49.829,15.04
1257,01/12/2024 01:54:53,26.33,49.756,15.02
1258,01/12/2024 02:04:53,26.33,49.756,15.02
1259,01/12/2024 02:14:53,26.35,49.683,15.01
1260,01/12/2024 02:24:53,26.35,49.658,15.01
1261,01/12/2024 02:34:53,26.38,49.658,15.03
1262,01/12/2024 02:44:53,26.38,49.634,15.03
1263,01/12/2024 02:54:53,26.38,49.585,15.01
1264,01/12/2024 03:04:53,26.38,49.585,15.01
1265,01/12/2024 03:14:53,26.38,49.585,15.01
1266,01/12/2024 03:24:53,26.40,49.536,15.01
1267,01/12/2024 03:34:53,26.40,49.536,15.01
1268,01/12/2024 03:44:53,26.40,49.512,15.01
1269,01/12/2024 03:54:53,26.40,49.512,15.01
1270,01/12/2024 04:04:53,26.43,49.438,15.01
1271,01/12/2024 04:14:53,26.43,49.414,15.00
1272,01/12/2024 04:24:53,26.43,49.438,15.01
1273,01/12/2024 04:34:53,26.43,49.365,14.99
1274,01/12/2024 04:44:53,26.45,49.365,15.01
1275,01/12/2024 04:54:53,26.45,49.341,15.00
1276,01/12/2024 05:04:53,26.50,49.292,15.03
1277,01/12/2024 05:14:53,26.62,49.023,15.05
1278,01/12/2024 05:24:53,26.77,48.706,15.09
1279,01/12/2024 05:34:53,26.92,48.438,15.14
1280,01/12/2024 05:44:53,27.04,48.193,15.17
1281,01/12/2024 05:54:53,27.16,47.998,15.22
1282,01/12/2024 06:04:53,27.26,47.827,15.25
1283,01/12/2024 06:14:53,27.36,47.632,15.28
1284,01/12/2024 06:24:53,27.46,47.461,15.32
1285,01/12/2024 06:34:53,27.53,46.436,15.04
1286,01/12/2024 06:44:53,26.79,48.438,15.02
1287,01/12/2024 06:54:53,26.79,48.633,15.09
1288,01/12/2024 07:04:53,26.84,44.971,13.92
1289,01/12/2024 07:14:53,26.92,43.384,13.44
1290,01/12/2024 07:24:53,26.84,33.325,9.38
1291,01/12/2024 07:34:53,26.79,30.835,8.19
1292,01/12/2024 07:44:53,26.87,31.299,8.48
1293,01/12/2024 07:54:53,26.87,29.492,7.60
1294,01/12/2024 08:04:53,26.89,29.980,7.86
1295,01/12/2024 08:14:53,26.99,30.371,8.14
1296,01/12/2024 08:24:53,26.92,28.345,7.06
1297,01/12/2024 08:34:53,26.96,29.443,7.65
1298,01/12/2024 08:44:53,27.04,30.322,8.16
1299,01/12/2024 08:54:53,27.14,31.079,8.61
1300,01/12/2024 09:04:53,27.21,31.714,8.97
1301,01/12/2024 09:14:53,27.31,32.275,9.31
1302,01/12/2024 09:24:53,27.41,32.715,9.60
1303,01/12/2024 09:34:53,27.48,33.154,9.86
1304,01/12/2024 09:44:53,26.40,32.446,8.60
1305,01/12/2024 09:54:53,26.21,35.815,9.90
1306,01/12/2024 10:04:53,26.30,36.157,10.12
1307,01/12/2024 10:14:53,26.43,36.304,10.30
1308,01/12/2024 10:24:53,26.57,36.401,10.46
1309,01/12/2024 10:34:53,26.74,36.572,10.68
1310,01/12/2024 10:44:53,26.87,36.670,10.84
1311,01/12/2024 10:54:53,26.99,36.768,10.98
1312,01/12/2024 11:04:53,27.11,36.938,11.16
1313,01/12/2024 11:14:53,27.21,37.061,11.30
1314,01/12/2024 11:24:53,27.31,37.207,11.44
1315,01/12/2024 11:34:53,27.43,37.354,11.61
1316,01/12/2024 11:44:53,27.51,37.500,11.74
1317,01/12/2024 11:54:53,26.16,39.185,11.21
1318,01/12/2024 12:04:53,26.23,39.990,11.58
1319,01/12/2024 12:14:53,26.35,40.039,11.70
1320,01/12/2024 12:24:53,26.50,39.990,11.82
1321,01/12/2024 12:34:53,26.67,39.941,11.95
1322,01/12/2024 12:44:53,26.79,39.917,12.05
1323,01/12/2024 12:54:53,26.94,39.868,12.16
1324,01/12/2024 13:04:53,27.06,39.868,12.27
1325,01/12/2024 13:14:53,27.19,39.868,12.39
1326,01/12/2024 13:24:53,27.28,39.893,12.48
1327,01/12/2024 13:34:53,27.41,39.917,12.60
1328,01/12/2024 13:44:53,27.51,39.941,12.70
1329,01/12/2024 13:54:53,26.21,41.333,12.06
1330,01/12/2024 14:04:53,26.26,42.383,12.49
1331,01/12/2024 14:14:53,26.35,42.407,12.58
1332,01/12/2024 14:24:53,26.52,42.261,12.68
1333,01/12/2024 14:34:53,26.67,42.114,12.76
1334,01/12/2024 14:44:53,26.82,41.968,12.84
1335,01/12/2024 14:54:53,26.96,41.870,12.93
1336,01/12/2024 15:04:53,27.09,41.797,13.02
1337,01/12/2024 15:14:53,27.21,41.748,13.11
1338,01/12/2024 15:24:53,27.33,41.724,13.21
1339,01/12/2024 15:34:53,27.43,41.675,13.28
1340,01/12/2024 15:44:53,27.53,41.675,13.37
1341,01/12/2024 15:54:53,26.13,43.774,12.86
1342,01/12/2024 16:04:53,26.55,43.750,13.23
1343,01/12/2024 16:14:53,26.77,43.408,13.31
1344,01/12/2024 16:24:53,26.94,43.140,13.37
1345,01/12/2024 16:34:53,27.06,42.969,13.42
1346,01/12/2024 16:44:53,27.21,42.871,13.52
1347,01/12/2024 16:54:53,27.31,42.798,13.58
1348,01/12/2024 17:04:53,27.43,42.676,13.64
1349,01/12/2024 17:14:53,27.53,42.651,13.72
1350,01/12/2024 17:24:53,26.13,44.775,13.21
1351,01/12/2024 17:34:53,26.26,45.117,13.44
1352,01/12/2024 17:44:53,26.38,44.971,13.50
1353,01/12/2024 17:54:53,26.55,44.751,13.58
1354,01/12/2024 18:04:53,26.70,44.531,13.64
1355,01/12/2024 18:14:53,26.84,44.336,13.70
1356,01/12/2024 18:24:53,26.99,44.165,13.77
1357,01/12/2024 18:34:53,27.11,44.019,13.83
1358,01/12/2024 18:44:53,27.21,43.921,13.89
1359,01/12/2024 18:54:53,27.33,43.848,13.97
1360,01/12/2024 19:04:53,27.41,43.799,14.03
1361,01/12/2024 19:14:53,27.36,43.921,14.02
1362,01/12/2024 19:24:53,27.33,44.116,14.07
1363,01/12/2024 19:34:53,27.28,44.263,14.07
1364,01/12/2024 19:44:53,27.26,44.434,14.11
1365,01/12/2024 19:54:53,27.23,44.580,14.14
1366,01/12/2024 20:04:53,27.21,44.653,14.14
1367,01/12/2024 20:14:53,27.21,44.751,14.18
1368,01/12/2024 20:24:53,27.21,44.873,14.22
1369,01/12/2024 20:34:53,27.19,44.971,14.23
1370,01/12/2024 20:44:53,27.19,45.068,14.27
1371,01/12/2024 20:54:53,27.19,45.142,14.29
1372,01/12/2024 21:04:53,27.16,45.190,14.28
1373,01/12/2024 21:14:53,27.16,45.288,14.32
1374,01/12/2024 21:24:53,27.16,45.386,14.35
1375,01/12/2024 21:34:53,27.16,45.459,14.37
1376,01/12/2024 21:44:53,27.16,45.532,14.40
1377,01/12/2024 21:54:53,27.09,43.970,13.80
1378,01/12/2024 22:04:53,26.21,47.168,14.08
1379,01/12/2024 22:14:53,26.13,47.510,14.12
1380,01/12/2024 22:24:53,26.13,47.559,14.14
1381,01/12/2024 22:34:53,26.18,47.534,14.17
1382,01/12/2024 22:44:53,26.21,47.437,14.17
1383,01/12/2024 22:54:53,26.26,47.363,14.19
1384,01/12/2024 23:04:53,26.28,47.339,14.20
1385,01/12/2024 23:14:53,26.30,47.314,14.21
1386,01/12/2024 23:24:53,26.33,47.290,14.23
1387,01/12/2024 23:34:53,26.33,47.266,14.22
1388,01/12/2024 23:44:53,26.35,47.266,14.24
1389,01/12/2024 23:54:53,26.35,47.266,14.24
1390,01/13/2024 00:04:53,26.38,47.266,14.27
1391,01/13/2024 00:14:53,26.38,47.266,14.27
1392,01/13/2024 00:24:53,26.40,47.241,14.28
1393,01/13/2024 00:34:53,26.40,47.266,14.29
1394,01/13/2024 00:44:53,26.40,47.266,14.29
1395,01/13/2024 00:54:53,26.40,47.266,14.29
1396,01/13/2024 01:04:53,26.43,47.266,14.31
1397,01/13/2024 01:14:53,26.43,47.314,14.33
1398,01/13/2024 01:24:53,26.43,47.314,14.33
1399,01/13/2024 01:34:53,26.43,47.314,14.33
1400,01/13/2024 01:44:53,26.43,47.339,14.34
1401,01/13/2024 01:54:53,26.43,47.339,14.34
1402,01/13/2024 02:04:53,26.43,47.339,14.34
1403,01/13/2024 02:14:53,26.43,47.388,14.35
1404,01/13/2024 02:24:53,26.43,47.412,14.36
1405,01/13/2024 02:34:53,26.45,47.412,14.38
1406,01/13/2024 02:44:53,26.45,47.437,14.39
1407,01/13/2024 02:54:53,26.45,47.437,14.39
1408,01/13/2024 03:04:53,26.45,47.485,14.40
1409,01/13/2024 03:14:53,26.43,47.485,14.39
1410,01/13/2024 03:24:53,26.45,47.534,14.42
1411,01/13/2024 03:34:53,26.45,47.510,14.41
1412,01/13/2024 03:44:53,26.45,47.510,14.41
1413,01/13/2024 03:54:53,26.45,47.559,14.43
1414,01/13/2024 04:04:53,26.45,47.583,14.44
1415,01/13/2024 04:14:53,26.45,47.559,14.43
1416,01/13/2024 04:24:53,26.45,47.583,14.44
1417,01/13/2024 04:34:53,26.45,47.583,14.44
1418,01/13/2024 04:44:53,26.45,47.583,14.44
1419,01/13/2024 04:54:53,26.45,47.607,14.44
1420,01/13/2024 05:04:53,26.48,47.607,14.47
1421,01/13/2024 05:14:53,26.62,47.388,14.53
1422,01/13/2024 05:24:53,26.77,47.119,14.58
1423,01/13/2024 05:34:53,26.89,46.899,14.61
1424,01/13/2024 05:44:53,26.99,46.680,14.63
1425,01/13/2024 05:54:53,27.11,46.509,14.68
1426,01/13/2024 06:04:53,27.21,46.338,14.72
1427,01/13/2024 06:14:53,27.31,46.191,14.76
1428,01/13/2024 06:24:53,27.41,46.069,14.81
1429,01/13/2024 06:34:53,27.48,45.972,14.84
1430,01/13/2024 06:44:53,26.84,46.069,14.29
1431,01/13/2024 06:54:53,26.74,47.217,14.58
1432,01/13/2024 07:04:53,26.79,47.266,14.64
1433,01/13/2024 07:14:53,26.89,47.119,14.69
1434,01/13/2024 07:24:53,27.01,46.899,14.72
1435,01/13/2024 07:34:53,27.14,46.704,14.78
1436,01/13/2024 07:44:53,27.23,46.533,14.80
1437,01/13/2024 07:54:53,27.33,46.387,14.84
1438,01/13/2024 08:04:53,27.43,46.191,14.87
1439,01/13/2024 08:14:53,27.51,45.410,14.68
1440,01/13/2024 08:24:53,26.74,47.339,14.62
1441,01/13/2024 08:34:53,26.74,47.485,14.67
1442,01/13/2024 08:44:53,26.87,47.412,14.76
1443,01/13/2024 08:54:53,26.96,47.217,14.78
1444,01/13/2024 09:04:53,27.09,46.997,14.83
1445,01/13/2024 09:14:53,27.21,46.777,14.86
1446,01/13/2024 09:24:53,27.33,46.631,14.92
1447,01/13/2024 09:34:53,27.43,46.460,14.96
1448,01/13/2024 09:44:53,27.53,46.362,15.02
1449,01/13/2024 09:54:53,26.13,48.584,14.47
1450,01/13/2024 10:04:53,26.28,48.853,14.69
1451,01/13/2024 10:14:53,26.40,48.706,14.75
1452,01/13/2024 10:24:53,26.55,48.389,14.79
1453,01/13/2024 10:34:53,26.70,48.047,14.81
1454,01/13/2024 10:44:53,26.84,47.754,14.85
1455,01/13/2024 10:54:53,26.99,47.510,14.90
1456,01/13/2024 11:04:53,27.09,47.266,14.92
1457,01/13/2024 11:14:53,27.21,47.095,14.97
1458,01/13/2024 11:24:53,27.33,46.948,15.03
1459,01/13/2024 11:34:53,27.43,46.802,15.07
1460,01/13/2024 11:44:53,27.53,46.704,15.13
1461,01/13/2024 11:54:53,26.11,48.901,14.55
1462,01/13/2024 12:04:53,26.26,49.292,14.81
1463,01/13/2024 12:14:53,26.38,49.121,14.87
1464,01/13/2024 12:24:53,26.52,48.779,14.89
1465,01/13/2024 12:34:53,26.67,48.535,14.94
1466,01/13/2024 12:44:53,26.82,48.218,14.98
1467,01/13/2024 12:54:53,26.94,47.974,15.01
1468,01/13/2024 13:04:53,27.06,47.778,15.06
1469,01/13/2024 13:14:53,27.19,47.607,15.12
1470,01/13/2024 13:24:53,27.28,47.437,15.15
1471,01/13/2024 13:34:53,27.41,47.314,15.22
1472,01/13/2024 13:44:53,27.51,47.192,15.27
1473,01/13/2024 13:54:53,26.16,48.438,14.45
1474,01/13/2024 14:04:53,26.21,49.829,14.93
1475,01/13/2024 14:14:53,26.33,49.731,15.01
1476,01/13/2024 14:24:53,26.48,49.390,15.04
1477,01/13/2024 14:34:53,26.65,49.023,15.08
1478,01/13/2024 14:44:53,26.79,48.755,15.12
1479,01/13/2024 14:54:53,26.94,48.486,15.18
1480,01/13/2024 15:04:53,27.06,48.267,15.21
1481,01/13/2024 15:14:53,27.19,48.047,15.26
1482,01/13/2024 15:24:53,27.28,47.876,15.29
1483,01/13/2024 15:34:53,27.41,47.705,15.35
1484,01/13/2024 15:44:53,27.51,47.559,15.39
1485,01/13/2024 15:54:53,26.77,48.560,15.04
1486,01/13/2024 16:04:53,26.74,49.072,15.18
1487,01/13/2024 16:14:53,26.82,49.023,15.24
1488,01/13/2024 16:24:53,26.94,48.804,15.28
1489,01/13/2024 16:34:53,27.09,48.584,15.34
1490,01/13/2024 16:44:53,27.21,48.364,15.38
1491,01/13/2024 16:54:53,27.33,48.169,15.43
1492,01/13/2024 17:04:53,27.46,47.949,15.48
1493,01/13/2024 17:14:53,27.14,42.603,13.36
1494,01/13/2024 17:24:53,26.18,50.513,15.12
1495,01/13/2024 17:34:53,26.30,50.415,15.20
1496,01/13/2024 17:44:53,26.43,50.146,15.23
1497,01/13/2024 17:54:53,26.60,49.854,15.30
1498,01/13/2024 18:04:53,26.74,49.512,15.32
1499,01/13/2024 18:14:53,26.89,49.219,15.36
1500,01/13/2024 18:24:53,27.04,48.975,15.42
1501,01/13/2024 18:34:53,27.16,48.755,15.46
1502,01/13/2024 18:44:53,27.28,48.560,15.51
1503,01/13/2024 18:54:53,27.38,48.438,15.56
1504,01/13/2024 19:04:53,27.46,48.315,15.60
1505,01/13/2024 19:14:53,27.43,48.438,15.61
1506,01/13/2024 19:24:53,27.41,48.560,15.63
1507,01/13/2024 19:34:53,27.36,48.682,15.62
1508,01/13/2024 19:44:53,27.33,48.804,15.63
1509,01/13/2024 19:54:53,27.33,48.926,15.67
1510,01/13/2024 20:04:53,27.31,49.023,15.69
1511,01/13/2024 20:14:53,27.31,49.072,15.70
1512,01/13/2024 20:24:53,27.28,49.146,15.70
1513,01/13/2024 20:34:53,27.28,49.170,15.71
1514,01/13/2024 20:44:53,27.28,49.243,15.73
1515,01/13/2024 20:54:53,27.28,49.268,15.74
1516,01/13/2024 21:04:53,27.28,49.292,15.74
1517,01/13/2024 21:14:53,27.28,49.341,15.76
1518,01/13/2024 21:24:53,27.28,49.414,15.78
1519,01/13/2024 21:34:53,27.28,49.438,15.79
1520,01/13/2024 21:44:53,27.28,49.414,15.78
1521,01/13/2024 21:54:53,25.84,51.929,15.23
1522,01/13/2024 22:04:53,25.91,52.295,15.41
1523,01/13/2024 22:14:53,25.94,52.222,15.41
1524,01/13/2024 22:24:53,26.01,52.002,15.41
1525,01/13/2024 22:34:53,26.06,51.831,15.41
1526,01/13/2024 22:44:53,26.13,51.636,15.41
1527,01/13/2024 22:54:53,26.18,51.465,15.41
