#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C)
17837,11/20/2023 01:54:47,26.08,56.104,16.67
17838,11/20/2023 02:04:47,26.06,56.055,16.64
17839,11/20/2023 02:14:47,26.06,56.006,16.62
17840,11/20/2023 02:24:47,26.04,55.957,16.59
17841,11/20/2023 02:34:47,26.01,55.884,16.54
17842,11/20/2023 02:44:47,25.99,55.713,16.47
17843,11/20/2023 02:54:47,25.99,55.420,16.39
17844,11/20/2023 03:04:47,25.96,55.151,16.29
17845,11/20/2023 03:14:47,25.96,54.785,16.18
17846,11/20/2023 03:24:47,25.91,56.006,16.48
17847,11/20/2023 03:34:47,25.89,56.177,16.51
17848,11/20/2023 03:44:47,25.87,56.177,16.49
17849,11/20/2023 03:54:47,25.84,56.152,16.46
17850,11/20/2023 04:04:47,25.84,56.079,16.44
17851,11/20/2023 04:14:47,25.82,56.006,16.40
17852,11/20/2023 04:24:47,25.79,55.957,16.36
17853,11/20/2023 04:34:47,25.79,55.908,16.34
17854,11/20/2023 04:44:47,25.77,55.811,16.30
17855,11/20/2023 04:54:47,25.74,55.713,16.24
17856,11/20/2023 05:04:47,25.77,55.493,16.21
17857,11/20/2023 05:14:47,25.99,54.956,16.26
17858,11/20/2023 05:24:47,26.16,55.957,16.70
17859,11/20/2023 05:34:47,26.38,55.640,16.82
17860,11/20/2023 05:44:47,26.57,55.225,16.88
17861,11/20/2023 05:54:47,26.74,55.664,17.16
17862,11/20/2023 06:04:47,26.84,59.595,18.34
17863,11/20/2023 06:14:47,26.99,60.229,18.65
17864,11/20/2023 06:24:47,26.96,53.613,16.77
17865,11/20/2023 06:34:47,26.96,51.831,16.24
17866,11/20/2023 06:44:47,26.89,52.979,16.52
17867,11/20/2023 06:54:47,26.96,57.983,18.01
17868,11/20/2023 07:04:47,27.01,56.470,17.64
17869,11/20/2023 07:14:47,27.06,57.324,17.92
17870,11/20/2023 07:24:47,27.16,60.376,18.85
17871,11/20/2023 07:34:47,27.31,61.401,19.26
17872,11/20/2023 07:44:47,27.46,62.134,19.59
17873,11/20/2023 07:54:47,27.58,62.720,19.85
17874,11/20/2023 08:04:47,26.92,63.501,19.43
17875,11/20/2023 08:14:47,27.06,65.894,20.16
17876,11/20/2023 08:24:47,27.23,66.333,20.43
17877,11/20/2023 08:34:47,27.41,66.626,20.67
17878,11/20/2023 08:44:47,27.55,66.968,20.89
17879,11/20/2023 08:54:47,26.52,66.187,19.72
17880,11/20/2023 09:04:47,26.67,70.679,20.93
17881,11/20/2023 09:14:47,26.87,70.801,21.15
17882,11/20/2023 09:24:47,27.06,70.679,21.30
17883,11/20/2023 09:34:47,27.26,70.483,21.45
17884,11/20/2023 09:44:47,27.43,70.215,21.55
17885,11/20/2023 09:54:47,27.60,69.873,21.63
17886,11/20/2023 10:04:47,26.65,71.460,21.09
17887,11/20/2023 10:14:47,26.84,71.924,21.37
17888,11/20/2023 10:24:47,27.06,71.021,21.38
17889,11/20/2023 10:34:47,27.28,69.849,21.32
17890,11/20/2023 10:44:47,27.48,68.604,21.22
17891,11/20/2023 10:54:47,26.55,66.113,19.73
17892,11/20/2023 11:04:47,26.72,69.165,20.62
17893,11/20/2023 11:14:47,26.96,68.091,20.60
17894,11/20/2023 11:24:47,27.19,66.748,20.49
17895,11/20/2023 11:34:47,27.41,65.479,20.39
17896,11/20/2023 11:44:47,26.62,57.129,17.46
17897,11/20/2023 11:54:47,26.60,65.991,19.75
17898,11/20/2023 12:04:47,26.82,65.259,19.78
17899,11/20/2023 12:14:47,27.06,64.063,19.70
17900,11/20/2023 12:24:47,27.28,62.842,19.60
17901,11/20/2023 12:34:47,27.51,61.670,19.52
17902,11/20/2023 12:44:47,26.40,61.279,18.37
17903,11/20/2023 12:54:47,26.62,62.939,19.00
17904,11/20/2023 13:04:47,26.87,61.938,18.98
17905,11/20/2023 13:14:47,27.11,60.791,18.91
17906,11/20/2023 13:24:47,27.33,59.692,18.82
17907,11/20/2023 13:34:47,27.19,56.006,17.67
17908,11/20/2023 13:44:47,26.40,60.254,18.10
17909,11/20/2023 13:54:47,26.67,60.059,18.30
17910,11/20/2023 14:04:47,26.92,59.033,18.26
17911,11/20/2023 14:14:47,27.16,57.935,18.19
17912,11/20/2023 14:24:47,27.38,56.909,18.11
17913,11/20/2023 14:34:47,26.52,49.292,15.05
17914,11/20/2023 14:44:47,26.45,58.057,17.55
17915,11/20/2023 14:54:47,26.72,57.397,17.63
17916,11/20/2023 15:04:47,26.96,56.396,17.57
17917,11/20/2023 15:14:47,27.21,55.811,17.64
17918,11/20/2023 15:24:47,27.36,58.203,18.45
17919,11/20/2023 15:34:47,27.53,58.789,18.77
17920,11/20/2023 15:44:47,26.52,51.465,15.72
17921,11/20/2023 15:54:47,26.52,62.720,18.85
17922,11/20/2023 16:04:47,26.74,63.232,19.19
17923,11/20/2023 16:14:47,26.96,63.257,19.41
17924,11/20/2023 16:24:47,27.16,63.159,19.57
17925,11/20/2023 16:34:47,27.38,62.988,19.73
17926,11/20/2023 16:44:47,27.55,62.695,19.82
17927,11/20/2023 16:54:47,26.50,62.671,18.82
17928,11/20/2023 17:04:47,26.70,64.941,19.58
17929,11/20/2023 17:14:47,26.94,64.307,19.65
17930,11/20/2023 17:24:47,27.16,63.330,19.61
17931,11/20/2023 17:34:47,27.38,62.231,19.54
17932,11/20/2023 17:44:47,26.96,56.836,17.69
17933,11/20/2023 17:54:47,27.09,61.694,19.13
17934,11/20/2023 18:04:47,27.31,60.718,19.08
17935,11/20/2023 18:14:47,27.23,56.372,17.82
17936,11/20/2023 18:24:47,26.50,61.279,18.46
17937,11/20/2023 18:34:47,26.77,60.596,18.54
17938,11/20/2023 18:44:47,27.01,59.546,18.48
17939,11/20/2023 18:54:47,27.26,58.398,18.41
17940,11/20/2023 19:04:47,27.48,57.373,18.33
17941,11/20/2023 19:14:47,26.18,58.862,17.52
17942,11/20/2023 19:24:47,26.18,59.521,17.70
17943,11/20/2023 19:34:47,26.21,59.204,17.64
17944,11/20/2023 19:44:47,26.23,58.765,17.54
17945,11/20/2023 19:54:47,26.26,58.301,17.44
17946,11/20/2023 20:04:47,26.26,57.837,17.32
17947,11/20/2023 20:14:47,26.28,57.373,17.21
17948,11/20/2023 20:24:47,26.28,56.982,17.10
17949,11/20/2023 20:34:47,26.28,56.567,16.98
17950,11/20/2023 20:44:47,26.28,56.177,16.88
17951,11/20/2023 20:54:47,26.28,55.811,16.77
17952,11/20/2023 21:04:47,26.26,55.493,16.66
17953,11/20/2023 21:14:47,26.26,55.127,16.56
17954,11/20/2023 21:24:47,26.26,54.785,16.46
17955,11/20/2023 21:34:47,26.23,54.492,16.35
17956,11/20/2023 21:44:47,26.23,54.199,16.26
17957,11/20/2023 21:54:47,26.23,53.882,16.17
17958,11/20/2023 22:04:47,26.18,55.249,16.52
17959,11/20/2023 22:14:47,26.16,56.055,16.73
17960,11/20/2023 22:24:47,26.08,58.130,17.23
17961,11/20/2023 22:34:47,26.06,58.936,17.43
17962,11/20/2023 22:44:47,26.04,59.595,17.59
17963,11/20/2023 22:54:47,26.01,60.107,17.69
17964,11/20/2023 23:04:47,25.99,60.620,17.81
17965,11/20/2023 23:14:47,25.96,61.084,17.90
17966,11/20/2023 23:24:47,25.94,61.572,18.01
17967,11/20/2023 23:34:47,25.91,61.963,18.08
17968,11/20/2023 23:44:47,25.89,62.134,18.11
17969,11/20/2023 23:54:47,25.89,62.109,18.10
17970,11/21/2023 00:04:47,25.87,61.890,18.03
17971,11/21/2023 00:14:47,25.87,61.548,17.94
17972,11/21/2023 00:24:47,25.87,61.133,17.83
17973,11/21/2023 00:34:47,25.87,60.596,17.69
17974,11/21/2023 00:44:47,25.84,60.059,17.52
17975,11/21/2023 00:54:47,25.84,59.546,17.39
17976,11/21/2023 01:04:47,25.84,59.082,17.26
17977,11/21/2023 01:14:47,25.84,58.594,17.13
17978,11/21/2023 01:24:47,25.84,58.130,17.00
17979,11/21/2023 01:34:47,25.82,57.690,16.87
17980,11/21/2023 01:44:47,25.82,57.251,16.75
17981,11/21/2023 01:54:47,25.82,56.860,16.64
17982,11/21/2023 02:04:47,25.79,56.421,16.49
17983,11/21/2023 02:14:47,25.79,56.030,16.38
17984,11/21/2023 02:24:47,25.79,55.664,16.27
17985,11/21/2023 02:34:47,25.79,55.273,16.16
17986,11/21/2023 02:44:47,25.79,54.956,16.07
17987,11/21/2023 02:54:47,25.74,55.444,16.17
17988,11/21/2023 03:04:47,25.72,56.055,16.32
17989,11/21/2023 03:14:47,25.70,56.226,16.35
17990,11/21/2023 03:24:47,25.70,56.323,16.38
17991,11/21/2023 03:34:47,25.67,56.396,16.37
17992,11/21/2023 03:44:47,25.67,56.396,16.37
17993,11/21/2023 03:54:47,25.65,56.323,16.33
17994,11/21/2023 04:04:47,25.65,56.128,16.27
17995,11/21/2023 04:14:47,25.65,55.859,16.20
17996,11/21/2023 04:24:47,25.62,55.518,16.08
17997,11/21/2023 04:34:47,25.62,55.151,15.97
17998,11/21/2023 04:44:47,25.62,54.785,15.87
17999,11/21/2023 04:54:47,25.60,55.396,16.02
18000,11/21/2023 05:04:47,25.62,55.859,16.17
18001,11/21/2023 05:14:47,25.82,55.469,16.25
18002,11/21/2023 05:24:47,26.06,54.907,16.31
18003,11/21/2023 05:34:47,26.26,55.493,16.66
18004,11/21/2023 05:44:47,26.45,55.298,16.78
18005,11/21/2023 05:54:47,26.65,55.005,16.89
18006,11/21/2023 06:04:47,26.74,58.984,18.08
18007,11/21/2023 06:14:47,26.82,55.444,17.17
18008,11/21/2023 06:24:47,26.82,48.145,14.96
18009,11/21/2023 06:34:47,26.62,44.727,13.63
18010,11/21/2023 06:44:47,26.55,50.391,15.42
18011,11/21/2023 06:54:47,26.38,52.930,16.03
18012,11/21/2023 07:04:47,26.30,55.908,16.82
18013,11/21/2023 07:14:47,26.28,61.841,18.40
18014,11/21/2023 07:24:47,26.30,65.820,19.42
18015,11/21/2023 07:34:47,26.38,68.164,20.06
18016,11/21/2023 07:44:47,26.50,68.774,20.32
18017,11/21/2023 07:54:47,26.62,69.189,20.53
18018,11/21/2023 08:04:47,26.72,69.629,20.73
18019,11/21/2023 08:14:47,26.84,69.971,20.93
18020,11/21/2023 08:24:47,26.94,70.337,21.11
18021,11/21/2023 08:34:47,27.04,70.630,21.27
18022,11/21/2023 08:44:47,27.16,70.898,21.45
18023,11/21/2023 08:54:47,27.26,70.996,21.57
18024,11/21/2023 09:04:47,27.38,71.094,21.70
18025,11/21/2023 09:14:47,27.48,71.143,21.81
18026,11/21/2023 09:24:47,27.60,71.094,21.91
18027,11/21/2023 09:34:47,26.52,68.677,20.32
18028,11/21/2023 09:44:47,26.65,74.048,21.67
18029,11/21/2023 09:54:47,26.84,73.584,21.75
18030,11/21/2023 10:04:47,27.04,72.705,21.74
18031,11/21/2023 10:14:47,27.21,71.680,21.67
18032,11/21/2023 10:24:47,27.38,70.605,21.59
18033,11/21/2023 10:34:47,27.55,69.482,21.49
18034,11/21/2023 10:44:47,26.45,69.336,20.40
18035,11/21/2023 10:54:47,26.67,70.996,21.00
18036,11/21/2023 11:04:47,26.89,69.922,20.96
18037,11/21/2023 11:14:47,27.09,68.726,20.87
18038,11/21/2023 11:24:47,27.28,67.505,20.76
18039,11/21/2023 11:34:47,27.46,66.431,20.67
18040,11/21/2023 11:44:47,26.40,58.081,17.51
18041,11/21/2023 11:54:47,26.50,67.700,20.07
18042,11/21/2023 12:04:47,26.74,67.139,20.16
18043,11/21/2023 12:14:47,26.96,66.040,20.10
18044,11/21/2023 12:24:47,27.16,64.893,20.01
18045,11/21/2023 12:34:47,27.36,63.794,19.92
18046,11/21/2023 12:44:47,27.21,59.448,18.64
18047,11/21/2023 12:54:47,26.40,64.233,19.12
18048,11/21/2023 13:04:47,26.67,64.575,19.46
18049,11/21/2023 13:14:47,26.92,63.599,19.45
18050,11/21/2023 13:24:47,27.14,62.573,19.40
18051,11/21/2023 13:34:47,27.36,61.572,19.35
18052,11/21/2023 13:44:47,27.19,57.520,18.10
18053,11/21/2023 13:54:47,26.40,62.354,18.65
18054,11/21/2023 14:04:47,26.70,62.378,18.94
18055,11/21/2023 14:14:47,26.96,61.426,18.93
18056,11/21/2023 14:24:47,27.21,60.425,18.91
18057,11/21/2023 14:34:47,27.43,59.473,18.86
18058,11/21/2023 14:44:47,26.33,54.639,16.48
18059,11/21/2023 14:54:47,26.57,61.011,18.46
18060,11/21/2023 15:04:47,26.84,60.229,18.51
18061,11/21/2023 15:14:47,27.11,59.253,18.50
18062,11/21/2023 15:24:47,27.38,58.301,18.49
18063,11/21/2023 15:34:47,26.62,51.538,15.84
18064,11/21/2023 15:44:47,26.50,59.717,18.05
18065,11/21/2023 15:54:47,26.82,59.106,18.19
18066,11/21/2023 16:04:47,27.09,58.130,18.17
18067,11/21/2023 16:14:47,27.33,57.251,18.15
18068,11/21/2023 16:24:47,26.89,53.784,16.75
18069,11/21/2023 16:34:47,26.48,58.496,17.70
18070,11/21/2023 16:44:47,26.72,52.563,16.24
18071,11/21/2023 16:54:47,26.94,53.003,16.57
18072,11/21/2023 17:04:47,27.11,54.834,17.26
18073,11/21/2023 17:14:47,27.28,56.714,17.96
18074,11/21/2023 17:24:47,27.43,58.691,18.65
18075,11/21/2023 17:34:47,27.58,59.497,19.00
18076,11/21/2023 17:44:47,26.48,58.691,17.76
18077,11/21/2023 17:54:47,26.72,63.550,19.25
18078,11/21/2023 18:04:47,26.94,64.014,19.58
18079,11/21/2023 18:14:47,27.16,64.111,19.81
18080,11/21/2023 18:24:47,27.36,64.136,20.01
18081,11/21/2023 18:34:47,27.58,64.063,20.20
18082,11/21/2023 18:44:47,26.45,62.354,18.69
18083,11/21/2023 18:54:47,26.70,66.992,20.09
18084,11/21/2023 19:04:47,26.92,66.577,20.19
18085,11/21/2023 19:14:47,26.92,66.382,20.15
18086,11/21/2023 19:24:47,26.89,66.211,20.08
18087,11/21/2023 19:34:47,26.89,65.918,20.00
18088,11/21/2023 19:44:47,26.87,65.552,19.90
18089,11/21/2023 19:54:47,26.84,65.112,19.76
18090,11/21/2023 20:04:47,26.84,64.624,19.64
18091,11/21/2023 20:14:47,26.82,64.111,19.49
18092,11/21/2023 20:24:47,26.79,63.623,19.34
18093,11/21/2023 20:34:47,26.79,63.159,19.22
18094,11/21/2023 20:44:47,26.77,62.769,19.10
18095,11/21/2023 20:54:47,26.77,62.354,19.00
18096,11/21/2023 21:04:47,26.74,61.938,18.86
18097,11/21/2023 21:14:47,26.74,61.572,18.76
18098,11/21/2023 21:24:47,26.72,61.206,18.65
18099,11/21/2023 21:34:47,26.70,60.864,18.54
18100,11/21/2023 21:44:47,26.70,60.522,18.45
18101,11/21/2023 21:54:47,26.67,60.205,18.34
18102,11/21/2023 22:04:47,26.67,59.839,18.24
18103,11/21/2023 22:14:47,26.65,59.570,18.15
18104,11/21/2023 22:24:47,26.62,59.229,18.03
18105,11/21/2023 22:34:47,26.62,58.936,17.95
18106,11/21/2023 22:44:47,26.60,58.667,17.86
18107,11/21/2023 22:54:47,26.57,58.398,17.76
18108,11/21/2023 23:04:47,26.57,58.130,17.69
18109,11/21/2023 23:14:47,26.55,57.886,17.60
18110,11/21/2023 23:24:47,26.55,57.593,17.52
18111,11/21/2023 23:34:47,26.52,57.373,17.43
18112,11/21/2023 23:44:47,26.50,57.129,17.35
18113,11/21/2023 23:54:47,26.48,56.860,17.25
18114,11/22/2023 00:04:47,26.48,56.616,17.18
18115,11/22/2023 00:14:47,26.45,56.396,17.10
18116,11/22/2023 00:24:47,26.45,56.152,17.03
18117,11/22/2023 00:34:47,26.43,55.957,16.95
18118,11/22/2023 00:44:47,26.40,55.762,16.87
18119,11/22/2023 00:54:47,26.38,55.518,16.78
18120,11/22/2023 01:04:47,26.38,55.322,16.73
18121,11/22/2023 01:14:47,26.35,55.151,16.65
18122,11/22/2023 01:24:47,26.33,54.907,16.56
18123,11/22/2023 01:34:47,26.33,54.736,16.51
18124,11/22/2023 01:44:47,26.28,56.104,16.85
18125,11/22/2023 01:54:47,26.26,56.616,16.98
18126,11/22/2023 02:04:47,26.21,56.885,17.01
18127,11/22/2023 02:14:47,26.21,57.153,17.08
18128,11/22/2023 02:24:47,26.16,57.324,17.08
18129,11/22/2023 02:34:47,26.16,57.495,17.13
18130,11/22/2023 02:44:47,26.13,57.520,17.11
18131,11/22/2023 02:54:47,26.11,57.446,17.07
18132,11/22/2023 03:04:47,26.08,57.275,16.99
18133,11/22/2023 03:14:47,26.08,57.056,16.93
18134,11/22/2023 03:24:47,26.06,56.787,16.84
18135,11/22/2023 03:34:47,26.06,56.519,16.77
18136,11/22/2023 03:44:47,26.04,56.250,16.67
18137,11/22/2023 03:54:47,26.04,55.957,16.59
18138,11/22/2023 04:04:47,26.01,55.688,16.49
18139,11/22/2023 04:14:47,26.01,55.420,16.41
18140,11/22/2023 04:24:47,25.99,55.200,16.33
18141,11/22/2023 04:34:47,25.99,55.005,16.27
18142,11/22/2023 04:44:47,25.96,54.736,16.17
18143,11/22/2023 04:54:47,25.91,55.933,16.46
18144,11/22/2023 05:04:47,25.94,56.226,16.57
18145,11/22/2023 05:14:47,26.13,55.933,16.67
18146,11/22/2023 05:24:47,26.35,55.518,16.75
18147,11/22/2023 05:34:47,26.57,55.054,16.83
18148,11/22/2023 05:44:47,26.74,55.762,17.19
18149,11/22/2023 05:54:47,26.94,55.615,17.33
18150,11/22/2023 06:04:47,27.11,55.249,17.38
18151,11/22/2023 06:14:47,27.26,55.688,17.65
18152,11/22/2023 06:24:47,27.28,51.099,16.31
18153,11/22/2023 06:34:47,27.28,49.438,15.79
18154,11/22/2023 06:44:47,27.28,52.905,16.86
18155,11/22/2023 06:54:47,27.26,54.956,17.44
18156,11/22/2023 07:04:47,27.33,59.692,18.82
18157,11/22/2023 07:14:47,27.31,57.227,18.13
18158,11/22/2023 07:24:47,27.43,60.205,19.05
18159,11/22/2023 07:34:47,27.46,64.771,20.26
18160,11/22/2023 07:44:47,27.60,65.649,20.61
18161,11/22/2023 07:54:47,26.89,65.527,19.91
18162,11/22/2023 08:04:47,26.99,61.523,18.99
18163,11/22/2023 08:14:47,27.14,62.695,19.43
18164,11/22/2023 08:24:47,27.31,63.672,19.84
18165,11/22/2023 08:34:47,27.48,64.502,20.21
18166,11/22/2023 08:44:47,27.63,65.234,20.54
18167,11/22/2023 08:54:47,26.48,65.527,19.52
18168,11/22/2023 09:04:47,26.70,69.629,20.71
18169,11/22/2023 09:14:47,26.92,69.824,20.97
18170,11/22/2023 09:24:47,27.11,69.751,21.13
18171,11/22/2023 09:34:47,27.31,69.629,21.30
18172,11/22/2023 09:44:47,27.48,69.434,21.41
18173,11/22/2023 09:54:47,26.82,62.158,18.99
18174,11/22/2023 10:04:47,26.72,71.143,21.08
18175,11/22/2023 10:14:47,26.96,70.581,21.18
18176,11/22/2023 10:24:47,27.19,69.482,21.15
18177,11/22/2023 10:34:47,27.41,68.262,21.07
18178,11/22/2023 10:44:47,27.11,62.354,19.32
18179,11/22/2023 10:54:47,26.50,68.311,20.21
18180,11/22/2023 11:04:47,26.77,68.408,20.49
18181,11/22/2023 11:14:47,27.01,67.212,20.43
18182,11/22/2023 11:24:47,27.26,65.942,20.36
18183,11/22/2023 11:34:47,27.46,64.771,20.26
18184,11/22/2023 11:44:47,26.43,60.181,18.11
18185,11/22/2023 11:54:47,26.67,65.771,19.76
18186,11/22/2023 12:04:47,26.92,64.868,19.77
18187,11/22/2023 12:14:47,27.16,63.721,19.71
18188,11/22/2023 12:24:47,27.38,62.573,19.63
18189,11/22/2023 12:34:47,26.87,56.592,17.54
18190,11/22/2023 12:44:47,26.45,63.647,19.02
18191,11/22/2023 12:54:47,26.74,63.232,19.19
18192,11/22/2023 13:04:47,27.01,62.134,19.16
18193,11/22/2023 13:14:47,27.26,61.060,19.12
18194,11/22/2023 13:24:47,27.48,60.059,19.06
18195,11/22/2023 13:34:47,26.35,56.885,17.14
18196,11/22/2023 13:44:47,26.60,61.572,18.63
18197,11/22/2023 13:54:47,26.87,60.767,18.68
18198,11/22/2023 14:04:47,27.14,59.717,18.65
18199,11/22/2023 14:14:47,27.38,58.740,18.61
18200,11/22/2023 14:24:47,26.77,53.149,16.46
18201,11/22/2023 14:34:47,26.43,60.132,18.09
18202,11/22/2023 14:44:47,26.72,59.595,18.22
18203,11/22/2023 14:54:47,26.99,58.618,18.21
18204,11/22/2023 15:04:47,27.23,57.617,18.16
18205,11/22/2023 15:14:47,27.48,56.714,18.14
18206,11/22/2023 15:24:47,26.28,55.762,16.76
18207,11/22/2023 15:34:47,26.60,58.447,17.80
18208,11/22/2023 15:44:47,26.87,57.642,17.83
18209,11/22/2023 15:54:47,27.11,56.714,17.80
18210,11/22/2023 16:04:47,27.36,55.835,17.78
18211,11/22/2023 16:14:47,27.01,51.807,16.28
18212,11/22/2023 16:24:47,26.43,57.227,17.31
18213,11/22/2023 16:34:47,26.72,56.812,17.46
18214,11/22/2023 16:44:47,26.99,55.981,17.48
18215,11/22/2023 16:54:47,27.23,55.151,17.47
18216,11/22/2023 17:04:47,27.46,54.346,17.45
18217,11/22/2023 17:14:47,26.33,55.298,16.67
18218,11/22/2023 17:24:47,26.62,57.739,17.63
18219,11/22/2023 17:34:47,26.89,57.422,17.79
18220,11/22/2023 17:44:47,27.14,56.934,17.89
18221,11/22/2023 17:54:47,27.36,56.494,17.97
18222,11/22/2023 18:04:47,27.58,56.006,18.04
18223,11/22/2023 18:14:47,26.48,58.130,17.60
18224,11/22/2023 18:24:47,26.77,57.935,17.82
18225,11/22/2023 18:34:47,27.04,57.178,17.86
18226,11/22/2023 18:44:47,27.28,56.323,17.85
18227,11/22/2023 18:54:47,27.51,55.908,17.94
18228,11/22/2023 19:04:47,26.30,57.227,17.19
18229,11/22/2023 19:14:47,26.38,59.473,17.87
18230,11/22/2023 19:24:47,26.40,59.717,17.96
18231,11/22/2023 19:34:47,26.43,59.741,17.99
18232,11/22/2023 19:44:47,26.43,59.741,17.99
18233,11/22/2023 19:54:47,26.43,59.741,17.99
18234,11/22/2023 20:04:47,26.43,59.668,17.97
18235,11/22/2023 20:14:47,26.43,59.546,17.94
18236,11/22/2023 20:24:47,26.43,59.351,17.89
18237,11/22/2023 20:34:47,26.43,59.082,17.81
18238,11/22/2023 20:44:47,26.43,58.813,17.74
18239,11/22/2023 20:54:47,26.43,58.521,17.66
18240,11/22/2023 21:04:47,26.43,58.228,17.58
18241,11/22/2023 21:14:47,26.43,57.983,17.52
18242,11/22/2023 21:24:47,26.43,57.739,17.45
18243,11/22/2023 21:34:47,26.43,57.495,17.38
18244,11/22/2023 21:44:47,26.43,57.227,17.31
18245,11/22/2023 21:54:47,26.43,57.031,17.25
18246,11/22/2023 22:04:47,26.40,56.812,17.16
18247,11/22/2023 22:14:47,26.40,56.567,17.10
18248,11/22/2023 22:24:47,26.40,56.372,17.04
18249,11/22/2023 22:34:47,26.40,56.177,16.99
18250,11/22/2023 22:44:47,26.38,55.981,16.91
18251,11/22/2023 22:54:47,26.38,55.811,16.87
18252,11/22/2023 23:04:47,26.38,55.615,16.81
18253,11/22/2023 23:14:47,26.38,55.493,16.78
18254,11/22/2023 23:24:47,26.38,55.273,16.71
18255,11/22/2023 23:34:47,26.35,55.103,16.64
18256,11/22/2023 23:44:47,26.35,54.980,16.60
18257,11/22/2023 23:54:47,26.35,54.810,16.55
18258,11/23/2023 00:04:47,26.33,54.639,16.48
18259,11/23/2023 00:14:47,26.33,54.517,16.45
18260,11/23/2023 00:24:47,26.28,56.006,16.83
18261,11/23/2023 00:34:47,26.26,56.323,16.90
18262,11/23/2023 00:44:47,26.26,56.519,16.95
18263,11/23/2023 00:54:47,26.23,56.665,16.97
18264,11/23/2023 01:04:47,26.23,56.787,17.00
18265,11/23/2023 01:14:47,26.21,56.958,17.03
18266,11/23/2023 01:24:47,26.18,57.056,17.03
18267,11/23/2023 01:34:47,26.18,56.982,17.01
18268,11/23/2023 01:44:47,26.18,56.909,16.99
18269,11/23/2023 01:54:47,26.16,56.738,16.92
18270,11/23/2023 02:04:47,26.16,56.543,16.87
18271,11/23/2023 02:14:47,26.16,56.348,16.81
18272,11/23/2023 02:24:47,26.13,56.104,16.72
18273,11/23/2023 02:34:47,26.13,55.908,16.66
18274,11/23/2023 02:44:47,26.11,55.688,16.58
18275,11/23/2023 02:54:47,26.11,55.518,16.53
18276,11/23/2023 03:04:47,26.11,55.298,16.47
18277,11/23/2023 03:14:47,26.11,55.151,16.43
18278,11/23/2023 03:24:47,26.08,54.956,16.34
18279,11/23/2023 03:34:47,26.08,54.785,16.29
18280,11/23/2023 03:44:47,26.04,56.128,16.64
18281,11/23/2023 03:54:47,26.01,56.445,16.70
18282,11/23/2023 04:04:47,26.01,56.616,16.75
18283,11/23/2023 04:14:47,25.99,56.738,16.76
18284,11/23/2023 04:24:47,25.99,56.909,16.81
18285,11/23/2023 04:34:47,25.96,56.982,16.80
18286,11/23/2023 04:44:47,25.94,57.129,16.82
18287,11/23/2023 04:54:47,25.94,57.129,16.82
18288,11/23/2023 05:04:47,25.94,57.031,16.80
18289,11/23/2023 05:14:47,26.18,56.348,16.83
18290,11/23/2023 05:24:47,26.40,55.542,16.81
18291,11/23/2023 05:34:47,26.62,56.079,17.16
18292,11/23/2023 05:44:47,26.82,55.762,17.26
18293,11/23/2023 05:54:47,27.01,55.347,17.32
18294,11/23/2023 06:04:47,27.19,55.371,17.49
18295,11/23/2023 06:14:47,27.33,56.006,17.80
18296,11/23/2023 06:24:47,27.51,55.811,17.92
18297,11/23/2023 06:34:47,26.82,56.909,17.58
18298,11/23/2023 06:44:47,27.04,57.227,17.88
18299,11/23/2023 06:54:47,27.23,56.934,17.97
18300,11/23/2023 07:04:47,27.43,56.592,18.06
18301,11/23/2023 07:14:47,26.74,54.785,16.91
18302,11/23/2023 07:24:47,27.01,57.642,17.96
18303,11/23/2023 07:34:47,27.23,57.080,18.01
18304,11/23/2023 07:44:47,27.43,56.274,17.97
18305,11/23/2023 07:54:47,26.26,54.395,16.35
18306,11/23/2023 08:04:47,26.57,57.837,17.61
18307,11/23/2023 08:14:47,26.82,57.056,17.62
18308,11/23/2023 08:24:47,27.06,56.152,17.59
18309,11/23/2023 08:34:47,27.26,56.079,17.76
18310,11/23/2023 08:44:47,27.46,56.104,17.95
18311,11/23/2023 08:54:47,26.43,51.758,15.73
18312,11/23/2023 09:04:47,26.67,58.032,17.75
18313,11/23/2023 09:14:47,26.92,57.690,17.89
18314,11/23/2023 09:24:47,27.14,57.178,17.96
18315,11/23/2023 09:34:47,27.33,56.665,17.99
18316,11/23/2023 09:44:47,27.53,56.079,18.01
18317,11/23/2023 09:54:47,26.52,57.544,17.48
18318,11/23/2023 10:04:47,26.79,57.642,17.76
18319,11/23/2023 10:14:47,27.01,56.860,17.75
18320,11/23/2023 10:24:47,27.26,56.104,17.77
18321,11/23/2023 10:34:47,27.43,55.933,17.88
18322,11/23/2023 10:44:47,26.55,51.416,15.73
18323,11/23/2023 10:54:47,26.60,58.496,17.82
18324,11/23/2023 11:04:47,26.84,58.179,17.95
18325,11/23/2023 11:14:47,27.09,57.690,18.05
18326,11/23/2023 11:24:47,27.31,57.104,18.10
18327,11/23/2023 11:34:47,27.51,56.616,18.14
18328,11/23/2023 11:44:47,26.33,55.396,16.70
18329,11/23/2023 11:54:47,26.62,58.716,17.89
18330,11/23/2023 12:04:47,26.87,58.081,17.95
18331,11/23/2023 12:14:47,27.11,57.275,17.96
18332,11/23/2023 12:24:47,27.33,56.421,17.92
18333,11/23/2023 12:34:47,27.53,55.347,17.80
18334,11/23/2023 12:44:47,26.40,58.911,17.74
